gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charge_per_month_ratio,is_new_customer,has_internet_addon,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61+,monthly_charge_category_Medium,monthly_charge_category_High,monthly_charge_category_Very High
1,1,1,0,-0.017670732493155674,1,1,0.5125952810373157,0.08377283568780516,0.22489741419530002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,-0.38476876090830736,1,1,0.8353534597727282,-0.11806513439454133,0.37259875287916056,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.5941593148654305,1,1,1.1464657248424297,1.0803629304772266,0.6097886947409039,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,-1.1597534875625164,1,0,-0.4373785336942332,-0.9197878045331566,-0.3439757652520927,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,0.3086386260980903,1,1,1.071599136991432,0.6220220819756005,0.47128624879733466,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.7981026639849592,1,1,0.6806291782139994,0.8998104114287309,0.33236431159867924,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1,0,0.0639066071546558,1,0,-0.07469150810495534,-0.007767797219135496,0.0584647448295387,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,1.5730873906391682,1,1,1.0266791842808336,2.0040151729120192,0.5479039851313523,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0,0,0,1,-0.30319142126049586,1,0,-1.492165571417179,-0.8007827828439029,-0.7025706930434383,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2413308272103278,1,0,-1.4821833597037126,-0.9936272100824015,-0.8174961547857956,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-0.3439800910844016,1,1,-0.5055903137362533,-0.49465050051615195,-0.23853004027429262,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,0.4717933053937132,1,1,0.6623284567393112,0.6904521683571522,0.3969127381219109,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,1.4099327113435454,1,1,0.35953470143083166,1.217442994263407,0.2115839219389651,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,0.2270612864502788,1,1,1.5241260680019075,0.9393907955825846,0.8471426224716855,0,5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,-0.6295007798517418,1,0,0.9634585100955464,-0.29329629068457486,0.46966971084868614,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,-0.9558101384429878,1,0,0.35287989362185396,-0.7279108977961966,0.038045715258976064,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1.0836233527522994,1,0,1.028342886233078,1.478937398906534,0.5337234589450536,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,0,-1.2821194970342338,0,1,-1.3341138859539616,-0.9973213792700943,-0.7958396082715627,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1.2821194970342338,1,1,-1.4871744655604457,-0.9993443766824026,-0.8331971510086145,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1.4099327113435454,1,1,1.1980404853620064,1.9528905100466247,0.6110277756421089,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,1,0.3086386260980903,0,0,-0.8200299827104438,-0.32038686472765704,-0.3776371693493068,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,1,0,1.3283553716957337,1,0,0.0717142636925513,0.8870347429879591,0.0633223504007587,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,-1.2821194970342338,1,1,0.8054068246323289,-0.9690433937023968,-0.2736461304471213,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.915021468619082,1,0,-1.4821833597037126,-0.9306943992777739,-0.7369239578680699,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-0.7518667893234591,1,0,-1.4805196577514683,-0.8869800638900732,-0.6987099971552281,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0.512581975217619,1,0,-0.3858037731746571,0.0016215494662508794,-0.18644910607174378,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1.5322987208152625,1,1,1.2662522654040265,2.1148842267474253,0.6273386472181675,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,-1.2821194970342338,1,1,-1.5237759085098224,-0.9998281369331719,-0.8421304764457357,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-0.9965988082668935,1,0,0.19316450620639225,-0.7648525896731267,0.0014822458941128613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.2467780320479223,1,1,1.47587871138682,2.0004969165427875,0.7390173683938032,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,-0.1400367419648729,1,0,1.1863945716962954,0.23655311852168046,0.5351988111763357,0,4,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,1.4099327113435454,1,0,-1.3241316742404952,-0.2728464255384171,-0.5978374659961209,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,1,1,-0.30319142126049586,1,0,-1.4905018694649346,-0.794471910481594,-0.693606132202691,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-1.1597534875625164,1,0,-0.6686331050562041,-0.9336189498846976,-0.44614052343298655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-0.7518667893234591,0,1,-1.124487439971168,-0.8236514492439073,-0.5427828622527509,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,-0.7518667893234591,1,1,0.2031467179198585,-0.6062671838300195,-0.007541315153484217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,-0.1400367419648729,1,1,1.1364835131289635,0.2903824409709216,0.6014678435098885,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,-0.7926554591473648,1,1,0.8037431226800846,-0.49396883834461336,0.35940179484704987,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,-0.9965988082668935,1,0,0.02013950317297517,-0.7600369762677414,0.02124384458835044,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1.613876060463074,1,0,1.4725513074823313,2.4174982527059448,0.7359308933303397,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0,0,1,1,1.613876060463074,1,0,1.1647664463171183,2.1809394900797456,0.6162488073371283,0,4,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,1,-1.0373874780907992,1,0,-1.4722011479902464,-0.9492751907277774,-0.7250836102070923,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0.4310046355698075,1,1,1.201367889266495,0.9217115573271963,0.62271340783459,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0.8388913338088649,1,1,1.560727510951284,1.5467957686280855,0.7502423023553036,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,1.5730873906391682,1,0,1.4775424133390642,2.4145297238944057,0.7584800616283393,0,6,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,0,1,1,-0.3439800910844016,1,1,-0.2876453579922377,-0.36867493339535856,-0.05242450780423188,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.10469527697856156,1,0,0.3478887877651206,0.1510594887493565,0.19208241412198165,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.1189648177386107,1,1,-0.3042823775146817,-0.8908281567939201,-0.27459360435711894,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,1,1.1652006924001108,1,1,0.5358871083687373,1.1801934549541688,0.3063781858009118,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-0.9965988082668935,1,1,-0.16286771157390817,-0.7937242810031323,-0.11699711066083644,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,0,-0.7518667893234591,1,0,-0.6752879128651815,-0.726217736918504,-0.3028824682413357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-1.2821194970342338,1,1,-0.5438554586378745,-0.9868765556739385,-0.6029609908791758,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0.9204686734566764,1,1,0.9834229335224794,1.2228303243287928,0.47417182327136226,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,-0.9965988082668935,1,0,-1.5204485046053335,-0.939248160075468,-0.7141763807908094,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1.613876060463074,1,1,1.1231738975110086,2.1271761349374274,0.5890483332477621,0,4,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.3691440415196396,1,1,0.8536541812474164,1.6880537618527278,0.48904410449797053,0,3,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,-1.1597534875625164,0,1,-1.192699220013188,-0.9512322208331626,-0.5762422266172408,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0.7981026639849592,0,0,0.04509503245664108,0.45629021788249186,0.023298832925039016,0,6,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,0,-1.2005421573864221,1,0,-0.009807131967424113,-0.9316179415746974,-0.289888540332796,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0.7573139941610534,1,1,0.8469993734384388,1.0211682670649078,0.4441278271833819,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0.3902159657459017,1,1,-0.15787660571717504,0.056748228951646024,-0.08253340296672333,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1.613876060463074,1,1,-1.2858665293388742,-0.1339192771583905,-0.5549068199879621,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1.5322987208152625,1,0,1.6855051573696136,2.5661445843059734,0.8620757850166296,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,-1.2821194970342338,1,0,-1.4971566772739122,-0.9994763112962487,-0.8356335124914657,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1.4099327113435454,1,1,0.14325344763906042,1.0462798219002971,0.11862001124036779,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1.613876060463074,1,1,1.4475957781986655,2.4076691239744044,0.7309580459201365,0,5,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,0,1,1,0.0639066071546558,1,1,0.8370171617249725,0.3537770229240107,0.4399757496013433,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,1.0428346829283937,1,0,1.1797397638873177,1.4902178083903825,0.5667334040868595,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-0.6702894496756475,1,0,-1.4855107636082014,-0.8642213430016074,-0.6843880133795655,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,-1.0373874780907992,1,1,1.1814034658395625,-0.6937838110146517,0.45441989267824695,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,-1.2821194970342338,1,1,-0.6486686816292713,-0.9882618691193235,-0.6285427864491133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,0,-1.2821194970342338,1,1,1.0017236549971675,-0.9664486796300885,-0.2257310212843809,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,-0.5071347703800245,1,0,-1.4938292733694234,-0.8245530024385228,-0.6742148961514511,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,1,1,1.2059893622240165,1,0,1.6855051573696136,2.140193683503584,0.848472358226062,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.5322987208152625,0,1,-0.5005992078795201,0.4739254779332644,-0.22625718385814228,0,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1,0,1,0,1.4915100509913568,1,1,0.9168748554327036,1.8330059242650636,0.5018245261017232,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0,1,0,0.4717933053937132,1,1,-0.16785881743064132,0.1369424850678152,-0.057369419258315145,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.2005421573864221,1,1,-1.500484081178401,-0.9826546480308608,-0.761121457140933,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1.0836233527522994,1,1,0.13992604373457135,0.7935150908733256,0.11181332682308205,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,-0.3439800910844016,1,1,0.34955248971736536,-0.23955492464456463,0.13832635389313175,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,1.002046013104488,1,0,0.9684496159522797,1.383724585914208,0.5258864961752154,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,0,0.0639066071546558,1,0,0.8403445656294616,0.36776209199170573,0.45473313915461355,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,-1.3229081668581395,1,0,0.28134070967534486,-0.393643559065748,21.701116264129315,1,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,-0.3439800910844016,1,0,-1.3374412898584502,-0.7567825891262022,-0.6257815767685486,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,1,0,1.5322987208152625,1,1,1.3278092376370687,2.206117012222058,0.6747962237080719,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,-1.2413308272103278,1,1,0.7105758133543987,-0.9283415653308504,-0.01376757227632606,1,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1.1652006924001108,1,0,-0.16952251938288584,0.5932383470548258,-0.04326588442353533,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,-0.26240275143659014,1,1,0.46268422246998386,-0.12598121122531208,0.20956556365170087,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-0.2216140816126844,1,0,-0.31426458922814793,-0.3583840335153565,-0.14008131344081412,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,1,0,1.613876060463074,1,1,1.47587871138682,2.558316463884433,0.8071749980617513,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,-0.38476876090830736,1,1,-0.2377342994249059,-0.44405357610614227,-0.12905484411068807,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,1,0,0.6757366545132419,1,1,0.9634585100955464,1.0733044286364564,0.5402935137438092,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,-1.0373874780907992,1,1,0.33291547019492146,-0.7924928912739013,-0.0012812196767136848,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,-0.915021468619082,1,1,0.797088314871107,-0.5994725512169412,0.37516431534973893,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1.5730873906391682,1,0,0.3711806150965422,1.382625130798823,0.22915797057629594,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1,0,0,0,-1.2821194970342338,1,0,-1.5021477831306453,-0.9995422786031718,-0.8368516932328913,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.7110781194995532,1,0,-0.29097276189672655,-0.5983950852038641,-0.05122663007516342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,1,1,0,0.0639066071546558,1,0,-0.02311674758537898,-0.08191505020068814,-0.019777263934025655,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0.6757366545132419,1,1,1.113191685797542,1.1419544060410847,0.5910023174068854,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,1,0.7981026639849592,1,1,0.530896002512004,0.7858848723725551,0.2529757025253958,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
1,0,0,1,-1.2821194970342338,1,0,-1.492165571417179,-0.9994103439893255,-0.8344153317500401,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,-0.7926554591473648,1,1,-1.4788559557992238,-0.8963034432685366,-0.7019816825750568,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0.512581975217619,1,1,1.289544092735448,1.079791213817227,0.6792007216613017,0,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-1.2821194970342338,1,0,-0.6802790187219147,-0.9886796620631698,-0.6362579311448088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-1.2821194970342338,1,0,-0.49061699616605386,-0.9861729044000923,-0.589967062970636,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,-1.2413308272103278,1,1,0.1765274866839483,-0.9572352457631638,-0.369476348772602,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.30319142126049586,0,0,-0.127929970576776,-0.3308756665284282,-0.03507011754946095,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,-0.30319142126049586,1,0,-1.31082205862254,-0.7309014157100434,-0.603304580319065,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,1,1,0.023117937330750068,1,1,-1.5121299948441116,-0.7442488008108151,-0.7104952986810984,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2005421573864221,1,0,-0.38247636927016826,-0.9252411019054653,-0.23100980449722522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,-1.1189648177386107,1,1,0.35454359557409826,-0.85445818157699,-0.05071905476623609,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.09924807214096716,1,1,0.13493493787783845,-0.11164431652069388,0.07092873604687758,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1.2467780320479223,1,0,0.19649191011088085,0.9482743929148939,0.13180502632403338,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,-1.2821194970342338,0,0,-1.319140568383762,-0.9971234773493252,-0.7921850660472859,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,-0.30319142126049586,1,1,1.006714760853901,0.04535787395625918,0.4993676384964889,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,1,1.3691440415196396,1,0,-1.4954929753216677,-0.4501005792407588,-0.689585156735873,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,1,1,-0.09924807214096716,0,0,-0.45567925516892144,-0.32150830894534954,-0.1790995864513149,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,-0.915021468619082,1,1,0.5009493673716051,-0.6312468040515627,0.2684812140551938,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,-1.3229081668581395,0,1,-0.410759302458323,-0.393643559065748,21.701116264129315,1,4,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,0,-0.8742327987951762,1,1,0.33457917214716576,-0.6450999385054115,0.12036766269620412,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-1.2821194970342338,1,1,-0.4706525727391211,-0.9859090351723999,-0.5850943400049335,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,-1.1189648177386107,1,0,-0.16619511547839702,-0.881636712029303,-0.2180158765886854,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,-1.2821194970342338,1,1,0.16987267887497062,-0.9774432307839368,-0.4287611448553146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
